token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
会见,0,230,0.3151544039711648,43,0.09987814977219289,0.127278103035151,0.9997442855421539,43,0.0001292402756627549,0.9996150452664911,0.0007248570722244641,6,huìjiàn,to meet with (sb who is paying a visit),Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.5
定,14,141,0.25051730130423694,1,0.02581610319541916,0.033298262724572876,0.9682717541072013,1,0.018472538704817673,0.9497992154023837,0.05064323526090803,4,dìng,to set; to fix; to determine; to decide; to order,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
补,14,141,0.2501850701459592,1,-0.001776820822311842,-0.002369679172242908,0.8557648351417522,1,0.10729785073772007,0.7484669844040321,0.1489605117639223,3,bǔ,to repair; to patch; to mend; to make up for; to fill (a vacancy); to supplement,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.75
减,14,141,0.24941099260181535,1,0.0378099446468981,0.04795788293327913,0.9821754983543967,6,0.007416789644609327,0.9747587087097873,0.03131120655762028,4,jiǎn,to lower; to decrease; to reduce; to subtract; to diminish,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,1.0
降,14,141,0.24900955981682837,1,0.0439109924102819,0.05524080170168709,0.97760309122339,6,0.008205257155177564,0.9693978340682123,0.03898815003027871,4,jiàng,to drop; to fall; to come down; to descend; to surrender; to capitulate; to subdue; to tame,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,1.0
稳,14,141,0.24817511802237519,19,0.03714005273934004,0.04707440230238341,0.9825608897528291,19,0.007015379373602133,0.975545510379227,0.031063113796457115,4,wěn,settled; steady; stable,Translation,萎缩 | 减弱 | 急剧 | 低迷 | 恶化 | 下降 | 加剧 | 衰退 | 趋于 | 衰弱 | 升温 | 回升,0.5
移,14,141,0.24628978571977644,1,-0.0000956817506973795,-0.00012694766355101237,0.9560606704602597,1,0.03881998703062873,0.9172406834296309,0.05240553802531096,4,yí,to move; to shift; to change; to alter; to remove,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
增,14,141,0.24355357804313948,19,0.054094697511749584,0.0667389922761895,0.9701998699166214,6,0.01585549250022454,0.9543443774163969,0.04655948774015796,5,zēng,(bound form) to increase; to augment; to add to,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,1.0
合,14,141,0.24294525531123154,1,0.033808350818904376,0.04274867674436381,0.8895969147177256,44,0.038705541168613196,0.8508913735491124,0.14231641455424104,3,hé,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗; to close; to join; to fit; to be equal to; whole; together; round (in battle); conjunction (astronomy); 1st note of pentatonic scale; old variant of 盒; variant of 合",Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
缓,14,141,0.2428597793291162,1,0.009963388194874356,0.012988321368486584,0.9850757137072681,1,0.00843271396216401,0.976642999745104,0.02555865428188968,7-9,huǎn,slow; unhurried; sluggish; gradual; not tense; relaxed; to postpone; to defer; to stall; to stave off; to revive; to recuperate,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
顺,14,141,0.24283929549297043,1,0.026265892225451976,0.03352693453988151,0.9219227934607139,44,0.023920697599628407,0.8980020958610855,0.11189404783962056,6,shùn,to obey; to follow; to arrange; to make reasonable; along; favorable,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
建,14,141,0.24268843253785702,36,0.03503683939543811,0.044218981312012316,0.8916210134205663,36,0.08838890274309481,0.8032321106774715,0.10854313618610803,3,jiàn,to establish; to found; to set up; to build; to construct,Translation,浴室 | 房间 | 楼房 | 居民楼 | 屋子 | 临街 | 旅馆 | 院子 | 餐厅 | 楼道 | 宾馆 | 宿舍,0.25
信,14,141,0.2424238838968423,46,0.042090020269236694,0.052634491264284204,0.7823974703199463,31,0.05925101150907725,0.723146458810869,0.24621059767149353,2; 3,xìn,letter; mail; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.75
造,14,141,0.24209434976659736,1,-0.01183896552152916,-0.015620632354282068,0.928756124150845,1,0.036358533214459185,0.8923975909363858,0.09722513762493376,3,zào,to make; to build; to manufacture; to invent; to fabricate; to go to; party (in a lawsuit or legal agreement); crop; classifier for crops,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.25
忍,14,141,0.24191341448018336,24,-0.053572714872919786,-0.07066833247838733,0.35901017254206535,1,0.24645756436261293,0.11255260817945242,0.46837298112927583,5,rěn,to bear; to endure; to tolerate; to restrain oneself,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.25
调,14,141,0.2415662450042609,1,0.03232109621307064,0.04087372485121288,0.9803821008442641,1,0.0050133509421434975,0.9753687499021206,0.03732063430688018,3,diào; tiáo,to transfer; to move (troops or cadres); to investigate; to enquire into; accent; view; argument; key (in music); mode (music); tune; tone; melody; to harmonize; to reconcile; to blend; to suit well; to adjust; to regulate; to season (food); to provoke; to incite,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
存,14,141,0.24150837276016116,1,0.013729395096485963,0.017779100412143936,0.8366015535318666,1,0.1293492922155682,0.7072522613162984,0.1538804006097263,3,cún,to exist; to deposit; to store; to keep; to survive,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
修,14,141,0.24134728541560077,1,0.005062943867131575,0.006629357158129939,0.6806777716141276,1,0.12143342159879512,0.5592443500153325,0.299056961414189,3,xiū,to decorate; to embellish; to repair; to build; to write; to cultivate; to study; to take (a class); variant of 修; surname Xiu,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.25
立,14,141,0.2411905299247795,1,0.008661565946560118,0.01128585384988312,0.9083816932391194,1,0.049360979890672806,0.8590207133484467,0.11321542065792191,5,lì,to stand; to set up; to establish; to lay down; to draw up; at once; immediately; surname Li,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.75
判,14,141,0.24006621954272178,26,0.0025774541541107587,0.00338021793924688,0.9458342024138763,26,0.046714063259187213,0.899120139154689,0.06400722749931761,6,pàn,to judge; to sentence; to discriminate; to discern; clearly distinguishable,Translation,裁决 | 规定 | 驳回 | 裁定 | 判决 | 撤销 | 仲裁 | 审查 | 履行 | 受理 | 申请 | 批准,0.5
验,14,141,0.2396926198802243,1,0.02247111350325995,0.028706861118851054,0.9548334432131143,17,0.022387904491515637,0.9324455387215986,0.06942963538097423,7-9,yàn,variant of 验; to examine; to test; to check,Translation,检测 | 安装 | 消毒 | 清洗 | 组装 | 加工 | 修理 | 调试 | 零件 | 样品 | 测量 | 部件,0.75
提,14,141,0.2394048760269715,1,-0.014991139389782832,-0.01970974953333321,0.8124453539382333,1,0.13096188927696087,0.6814834646612724,0.18960937451786017,2,tí,used in 防 and 溜; to carry (hanging down from the hand); to lift; to put forward; to mention; to raise (an issue); upwards character stroke; lifting brush stroke (in painting); scoop for measuring liquid,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.75
利,14,141,0.23880534966221084,44,0.06584807732431724,0.07961871269995612,0.6703312177998666,44,0.24327800104237576,0.42705321675749086,0.2564963875643556,6,lì,sharp; favorable; advantage; benefit; profit; interest; to do good to; to benefit; surname Li,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
解,14,141,0.23829567603449955,1,0.007261052921898853,0.009442626599509528,0.9328779875165037,1,0.04191007318170833,0.8909679143347954,0.09369592156823874,6,jiě,to divide; to break up; to split; to separate; to dissolve; to solve; to melt; to remove; to untie; to loosen; to open; to emancipate; to explain; to understand; to know; a solution; a dissection; to transport under guard; acrobatic display (esp. on horseback) (old); variant of 懈 and 邂 (old); surname Xie,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
动,14,141,0.23778333998497986,1,-0.009988161004491514,-0.013104096943111685,0.8072333272853643,1,0.08037200767654037,0.7268613196088239,0.23002279056040745,1,dòng,"(of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 动词, verb",Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
改,14,141,0.23740476005836042,1,0.02076919070391675,0.026512807949170204,0.9639520715765465,1,0.007433838244896758,0.9565182333316498,0.06332907992171329,2,gǎi,to change; to alter; to transform; to correct,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
命,14,141,0.2365771335131082,12,-0.021994782078525094,-0.028810745713892992,0.7754987351402142,39,0.06141019029782787,0.7140885448423863,0.2756354199343245,6; 7-9,mìng,"life; fate; order or command; to assign a name, title etc",Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.25
败,14,141,0.23655296795413955,40,-0.006371787665025941,-0.008346076934703612,0.717666287187176,3,0.1405709009425327,0.5770953862446433,0.244358557684966,4,bài,to defeat; to damage; to lose (to an opponent); to fail; to wither,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.5
积,14,141,0.23586651832627997,1,0.011253981007572328,0.014514009510362797,0.6070524775891534,1,0.1868011552716538,0.42025132231749956,0.3131550131262599,7-9,jī,to amass; to accumulate; to store; measured quantity (such as area of volume); product (the result of multiplication); to integrate (math.); to solve (or integrate) an ordinary differential equation (math.); old; long-standing,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.5
跌,14,141,0.23565194015974872,19,-0.009467143352219654,-0.012385906172376726,0.8732403300207549,19,0.07487067430568888,0.798369655715066,0.13471354661219842,6,diē,to fall; to tumble; to trip; (of prices etc) to drop; Taiwan pr. [dié],Translation,萎缩 | 减弱 | 急剧 | 低迷 | 恶化 | 下降 | 加剧 | 衰退 | 趋于 | 衰弱 | 升温 | 回升,0.75
收,14,141,0.23531960117040848,1,-0.02397153541451616,-0.03134843713949855,0.5889028171674725,1,0.26909588010018104,0.31980693706729146,0.3082190554226416,2,shōu,to receive; to accept; to collect; to put away; to restrain; to stop; in care of (used on address line after name),Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.75
亏,14,141,0.23494352725018688,12,-0.01566424315930745,-0.02047462340002966,0.9281177396452917,12,0.032917123416728464,0.8952006162285632,0.10293106077613531,5,kuī,deficiency; deficit; luckily; it's lucky that...; (often ironically) fancy that...,Translation,吵嘴 | 闹着玩儿 | 干活儿 | 说闲话 | 挣钱 | 吵 | 吵架 | 操心 | 玩儿 | 赔钱 | 伺候 | 唠叨,0.5
撤,14,141,0.2348397370057076,1,-0.018998602163204648,-0.024829572420368123,0.9655034488970139,1,0.02246917639906034,0.9430342724979536,0.049198338806657665,7-9,chè,to remove; to take away,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.75
涨,14,141,0.23469532986068198,19,-0.011149187666890853,-0.01456829953077544,0.8063687249776131,19,0.10471113207363596,0.7016575929039772,0.18791700372307069,5; 6,zhǎng; zhàng,"to rise (of prices, rivers); to swell; to distend",Translation,萎缩 | 减弱 | 急剧 | 低迷 | 恶化 | 下降 | 加剧 | 衰退 | 趋于 | 衰弱 | 升温 | 回升,0.75
裁,14,141,0.2346336002690559,1,-0.008730397757086117,-0.011406821308271612,0.9134790306447159,1,0.065239892725556,0.84823913791916,0.09753634456412327,7-9,cái,to cut out (as a dress); to cut; to trim; to reduce; to diminish; to cut back (e.g. on staff); decision; judgment,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.5
交,14,141,0.23409606146174142,1,0.011582513893130225,0.014897383558142938,0.9177892890057643,2,0.061563077324296805,0.8562262116814675,0.09460180921401533,2,jiāo,to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines); variant of 跤,Translation,学费 | 生活费 | 缴纳 | 费用 | 交纳 | 退休金 | 利息 | 支出 | 减免 | 零花钱 | 房租 | 款项,1.0
运,14,141,0.23365737905843795,1,0.006637270691260855,0.008586602010099453,0.8209111413074558,1,0.058312352635814475,0.7625987886716413,0.197961762276629,5,yùn,to move; to transport; to use; to apply; fortune; luck; fate,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.75
消,14,141,0.23345900399097036,1,0.03172067171221302,0.03973718517984753,0.8372075644886552,41,0.09187296626714428,0.7453345982215109,0.17810314391295406,7-9,xiāo,to diminish; to subside; to consume; to reduce; to idle away (the time); (after 不 or 只 or 何 etc) to need; to require; to take,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,0.5
巧,14,141,0.23342982788938263,1,-0.0020847522506080574,-0.0027195843596002577,0.9714947070155984,49,0.010767774486637665,0.9607269325289607,0.04907024818487103,3,qiǎo,opportunely; coincidentally; as it happens; skillful; timely,Translation,恰当 | 准确 | 可靠 | 完备 | 合理 | 清晰 | 顺畅 | 严谨 | 扎实 | 坚实 | 精确 | 细致,0.75
虚,14,141,0.231997838225461,23,0.008183189666327084,0.010542829301192472,0.604413499820929,27,0.21624750685451774,0.3881659929664112,0.3363413329280698,7-9,xū,emptiness; void; abstract theory or guiding principles; empty or unoccupied; diffident or timid; false; humble or modest; (of health) weak; virtual; in vain,Translation,光滑 | 形状 | 圆形 | 弯曲 | 花纹 | 坚硬 | 修长 | 线条 | 柔软 | 凹 | 结实 | 白色,0.5
发,14,141,0.2314552751716,1,-0.004579875387649673,-0.005959152720321243,0.5574293694992339,1,0.1588197259178586,0.39860964358137535,0.44498960598713067,2,fā,to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds); hair; Taiwan pr. [fǎ],Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
催,14,141,0.2313241255799106,1,-0.041096261425138225,-0.05346370660604171,0.9526159195754541,1,0.02913514267859527,0.9234807768968588,0.06482439841442003,7-9,cuī,to urge; to press; to prompt; to rush sb; to hasten sth; to expedite,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.5
加,14,141,0.23044533260199193,1,-0.01666864418734637,-0.021660117069662928,0.6551962651360339,41,0.1259231822105946,0.5292730829254393,0.3249583134152499,2,jiā,"Canada (abbr. for 大); surname Jia; to add; plus; (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned); to apply (restrictions etc) to (sb); to give (support, consideration etc) to (sth)",Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,1.0
输,14,141,0.23024507727415977,1,0.002813525962197,0.0036417821190793576,0.9734020129243699,1,0.011042256568027774,0.9623597563563421,0.04591945514275376,3,shū,to lose; to be beaten; (bound form) to transport; (literary) to donate; to contribute; (coll.) to enter (a password),Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
富,14,141,0.2300790305805612,30,0.027631013353015904,0.034644780465550085,0.8022331618479694,44,0.12488950167127537,0.6773436601766941,0.20016872306067257,3,fù,rich; abundant; wealthy; surname Fu,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
善,14,141,0.2298889338207008,13,-0.04896637473640636,-0.06358352306160191,0.787098053542011,13,0.09300016512038808,0.6940978884216229,0.22537982302948462,7-9,shàn,good (virtuous); benevolent; well-disposed; good at sth; to improve or perfect,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.75
赢,14,141,0.2298467683238846,3,0.009004826371047686,0.01155712410087485,0.9173527873844984,3,0.052189384807743246,0.8651634025767552,0.1042314318390874,3,yíng,to beat; to win; to profit,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.5
胜,14,141,0.22970606723372175,3,0.005148101218338502,0.006638924629717272,0.9517945931342927,3,0.039348749222120415,0.9124458439121723,0.05824789121211918,3,shèng,victory; success; to beat; to defeat; to surpass; victorious; superior to; to get the better of; better than; surpassing; superb (of vista); beautiful (scenery); wonderful (view); (Taiwan pr. [shēng]) able to bear; equal to (a task),Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.75
辩,14,141,0.2296415312135825,48,-0.0077303684351447965,-0.010034767901393842,0.8814614248045374,48,0.09312168970582833,0.788339735098709,0.12452543285738395,7-9,biàn,to dispute; to debate; to argue; to discuss,Translation,解释 | 阐述 | 反驳 | 表述 | 猜测 | 推断 | 分析 | 揣测 | 判断 | 推测 | 断定 | 叙述,0.75
罚,14,141,0.2288359090660899,1,-0.013056070553417787,-0.01693034038657898,0.9461549694271963,26,0.023838169707167754,0.9223167997200286,0.07940625421411328,5,fá,to punish; to penalize; variant of 罚,Translation,裁决 | 规定 | 驳回 | 裁定 | 判决 | 撤销 | 仲裁 | 审查 | 履行 | 受理 | 申请 | 批准,0.5
登,14,141,0.22875826812617395,1,-0.006290224743189909,-0.008155970408794004,0.672040305514796,1,0.2520010813329066,0.4200392241818894,0.25815870658691237,4,dēng,to scale (a height); to ascend; to mount; to publish or record; to enter (e.g. in a register); to press down with the foot; to step or tread on; to put on (shoes or trousers) (dialect); to be gathered and taken to the threshing ground (old),Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
