token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
揣摩,0,51,0.3920539425207149,142,0.08914870443864359,0.12788606271171396,1.0,66,4.1684302392892646e-29,1.0,5.141183107836857e-28,7-9,chuǎimó,to analyze; to try to figure out; to try to fathom,Translation,推断 | 推测 | 判断 | 解释 | 分析 | 阐述 | 表述 | 断定 | 结论 | 概括 | 预测 | 猜测,1.0
偏远,45,54,0.34649033947409696,177,0.026291751588253365,0.03867563544254363,1.0,177,1.1352505204108596e-15,0.9999999999999989,7.373313231932604e-15,7-9,piānyuǎn,remote; far from civilization,Translation,简陋 | 陈旧 | 单薄 | 粗糙 | 狭小 | 单调 | 薄弱 | 枯燥 | 狭窄 | 破旧 | 沉闷 | 拥挤,0.5
首府,45,54,0.3456800220862136,125,0.10904844181160903,0.14285165457962842,1.0,125,1.1225989596346666e-25,1.0,1.2172197807715828e-24,7-9,shǒufǔ,capital city of an autonomous region,Translation,村 | 乡 | 园 | 镇 | 县 | 农场 | 街 | 院 | 寺 | 大队 | 区 | 城,1.0
交界,45,54,0.34378347871658804,94,0.05530237238725949,0.07772439056671966,1.0,63,1.059232627352298e-31,1.0,1.4258929076966609e-30,7-9,jiāojiè,common boundary; common border,Translation,相互 | 衔接 | 相连 | 相辅相成 | 相通 | 互相 | 紧密 | 重叠 | 互补 | 之间 | 脱节 | 融合,0.75
东,45,54,0.3428796488703578,183,0.12231656561047666,0.1569293973424403,1.0,183,1.784342373928204e-28,1.0,2.1533331933926377e-27,1,dōng,east; host (i.e. sitting on east side of guest); landlord; surname Dong,Translation,福 | 德 | 利 | 海 | 宝 | 富 | 腾 | 安 | 俊 | 盛 | 信 | 金,1.0
半岛,45,54,0.34197180470624716,81,0.0443455064810131,0.06313662708179488,1.0,81,2.432688535577466e-16,0.9999999999999998,1.650729821772793e-15,7-9,bàndǎo,peninsula,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,1.0
边远,45,54,0.3394462338930081,177,0.06342454187274527,0.08760558316965542,1.0,177,4.7399374393763015e-27,1.0,5.422579940756771e-26,7-9,biānyuǎn,far from the center; remote; outlying,Translation,简陋 | 陈旧 | 单薄 | 粗糙 | 狭小 | 单调 | 薄弱 | 枯燥 | 狭窄 | 破旧 | 沉闷 | 拥挤,0.75
地带,45,54,0.3353964619732811,81,0.03363545523052314,0.048171837372782356,1.0,94,3.207559017456997e-30,1.0,4.113069849985119e-29,5,dìdài,zone,Translation,两侧 | 周围 | 附近 | 靠近 | 穿过 | 沿 | 四周 | 僻静 | 环绕 | 周边 | 距 | 深处,0.75
北方,45,54,0.33241544097633047,78,0.04499152135176343,0.06313925290343576,1.0,193,5.891041597568304e-29,1.0,7.831793769228839e-28,2,běifāng,north; the northern part a country; China north of the Yellow River,Translation,顶级 | 顶尖 | 世界级 | 知名 | 一流 | 国内 | 本土 | 领军 | 全球 | 精英 | 著名 | 重量级,1.0
南北,45,54,0.3320234697617746,137,0.05971052466759835,0.08205522451588197,1.0,63,4.528587216435801e-33,1.0,6.400362517510883e-32,5,nánběi,north and south; north to south,Translation,相互 | 衔接 | 相连 | 相辅相成 | 相通 | 互相 | 紧密 | 重叠 | 互补 | 之间 | 脱节 | 融合,1.0
境内,45,54,0.32995056042853654,137,0.08870005800001546,0.11690295451122769,1.0,176,5.480756153501138e-32,1.0,1.965533530846771e-30,7-9,jìngnèi,"within the borders; internal (to a country, province, city etc); domestic",Translation,大多数 | 大部分 | 绝大多数 | 许多 | 一些 | 多数 | 个别 | 众多 | 部分 | 这些 | 那些 | 所有,1.0
郊外,45,54,0.325979535478868,52,0.013639154375519769,0.01983416504433349,1.0,81,7.522250647755071e-19,1.0,5.924766506961082e-18,7-9,jiāowài,outskirts,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,1.0
流域,45,54,0.3255314771286872,81,0.013273425254795357,0.019300008223958994,1.0,81,5.745248455110393e-16,0.9999999999999994,3.805320124141599e-15,7-9,liúyù,river basin; valley; drainage area,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,1.0
河畔,45,54,0.3213533733190469,81,0.015357109760260501,0.022128281094004373,1.0,81,1.0604274395341357e-24,1.0,1.104863451891166e-23,7-9,hépàn,riverside; river plain,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,1.0
城区,45,54,0.3182147223092572,75,0.04801159899038565,0.06578761916428898,1.0,75,1.187527400075656e-22,1.0,1.1504852328706295e-21,6,chéngqū,city district; urban area,Translation,楼房 | 居民楼 | 建筑物 | 大楼 | 教学楼 | 幢 | 宫殿 | 临街 | 公园 | 礼堂 | 操场 | 广场,1.0
边疆,45,54,0.3020640128128523,81,0.030549744588371563,0.04193595461906092,1.0,81,5.0081066546357855e-21,1.0,4.418296196616768e-20,7-9,biānjiāng,border area; borderland; frontier; frontier region,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,0.75
城镇,45,54,0.30193507960956173,75,0.03189516109813317,0.04369439083996325,1.0,39,5.601689628481223e-22,1.0,7.031476927372492e-21,6,chéngzhèn,town; cities and towns,Translation,妇女 | 老人 | 残疾人 | 青年 | 儿童 | 大学生 | 军人 | 青少年 | 中学生 | 小学生 | 农民工 | 盲人,0.75
滨海,45,54,0.30120315603004766,81,0.02293301302100592,0.031775064865153864,1.0,81,3.748773582904797e-18,1.0,2.839163696353252e-17,7-9,bīn hǎi,"Binhai (place name); Binhai New District, subprovincial district of Tianjin; Binhai county in Yancheng 盐城, Jiangsu; fictitious city Binhai in political satire; Primorsky, a territory in the far east of Russia; coastal; bordering the sea",Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,1.0
岸,45,54,0.3007904043195911,81,-0.009078317925694634,-0.01298368612470267,1.0,81,1.0550206135095064e-17,1.0,7.783822840531183e-17,5,àn,variant of 岸; bank; shore; beach; coast,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,0.25
一带,45,54,0.2968077114775286,94,0.057637164636880955,0.075755695836356,1.0,94,3.5735987216741055e-23,1.0,3.4863252155954676e-22,5,yīdài,region; district,Translation,两侧 | 周围 | 附近 | 靠近 | 穿过 | 沿 | 四周 | 僻静 | 环绕 | 周边 | 距 | 深处,1.0
南方,45,54,0.2937840028287842,78,0.04189705281969286,0.056003638514529254,1.0,193,8.739162250523573e-21,1.0,7.62303811036803e-20,2,nánfāng,south; the southern part of the country; the South,Translation,顶级 | 顶尖 | 世界级 | 知名 | 一流 | 国内 | 本土 | 领军 | 全球 | 精英 | 著名 | 重量级,1.0
纬度,45,54,0.2910951888544025,78,0.0001946608074046008,0.00027451833643094654,1.0,81,5.084390195892769e-36,1.0,7.79879233927018e-35,7-9,wěidù,latitude,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,0.0
地域,45,54,0.2907536160233615,126,0.036901928138879936,0.04945655915812979,1.0,108,7.165893756533198e-28,1.0,8.453442544529941e-27,7-9,dìyù,area; district; region,Translation,儒学 | 佛教 | 儒家 | 道教 | 宗教 | 古代 | 民俗 | 文学 | 文人 | 哲学 | 古典 | 国学,0.25
海拔,45,54,0.28938164765609,81,-0.05061072507287501,-0.07122068393806624,1.0,81,1.842461370526209e-25,1.0,1.9842418589152295e-24,7-9,hǎibá,height above sea level; elevation,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,0.0
首都,45,54,0.2856621748073289,40,0.047684994811127646,0.06257685932671929,1.0,40,1.0982978832889865e-20,1.0,1.0130371741285151e-19,3,shǒudū,capital (city),Translation,首脑 | 议会 | 会晤 | 会谈 | 元首 | 总统 | 外交 | 国会 | 议员 | 内阁 | 政党 | 领事,1.0
边界,45,54,0.2809061776504314,94,0.024448295228094552,0.032880847836492345,1.0,63,2.366249444204581e-28,1.0,2.8408957750531046e-27,7-9,biānjiè,boundary; border,Translation,相互 | 衔接 | 相连 | 相辅相成 | 相通 | 互相 | 紧密 | 重叠 | 互补 | 之间 | 脱节 | 融合,0.25
城市,45,54,0.2778608186253266,75,0.019190163232010726,0.02588615083380015,0.9999999999998579,75,1.5369695968372396e-13,0.9999999999997042,8.827382840041044e-13,3,chéngshì,city; town,Translation,楼房 | 居民楼 | 建筑物 | 大楼 | 教学楼 | 幢 | 宫殿 | 临街 | 公园 | 礼堂 | 操场 | 广场,0.75
海峡,45,54,0.27518690150353986,81,-0.009259308560349344,-0.012774753353045964,1.0,81,4.1431702546292525e-20,1.0,3.490084471706116e-19,7-9,hǎixiá,strait; channel,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,0.5
国土,45,54,0.2659633005280352,81,-0.011116681452051247,-0.01514458535935345,1.0,81,1.211338968653158e-18,1.0,9.694403892436268e-18,7-9,guótǔ,country's territory; national land,Translation,山岭 | 峡谷 | 湖泊 | 沼泽 | 山谷 | 山坡 | 丘陵 | 礁石 | 山峰 | 沙漠 | 树林 | 大海,0.75
地方,45,54,0.25093511191813017,43,0.013098437162765542,0.017185866505136975,1.0,176,1.3317993700359584e-30,1.0,5.0367127647722975e-29,1; 4,dìfang; dìfāng,region; regional (away from the central administration); local; area; place; space; room; territory,Translation,大多数 | 大部分 | 绝大多数 | 许多 | 一些 | 多数 | 个别 | 众多 | 部分 | 这些 | 那些 | 所有,0.25
管辖,45,54,0.24996015353895815,111,-0.010974962076354206,-0.014632505363732343,1.0,162,1.7395696086193634e-27,1.0,2.023012060470122e-26,7-9,guǎnxiá,to administer; to have jurisdiction (over),Translation,担保 | 履行 | 股东 | 委托 | 合同 | 转让 | 授权 | 约定 | 披露 | 出资 | 董事会 | 资产,0.25
经度,45,54,0.24863690707275254,69,-0.0050022360202023886,-0.006657548217752023,1.0,30,7.571440983511456e-41,1.0,1.3201589523043893e-39,7-9,jīngdù,longitude,Translation,探测 | 卫星 | 观测 | 仪器 | 激光 | 微型 | 测量 | 无线电 | 小型 | 三维 | 人造 | 太空,0.0
煮,46,52,0.5275793224361298,96,0.11289633243014802,0.19288066210702084,1.0,96,1.1934249897980786e-18,1.0,9.295837356475706e-18,6,zhǔ,variant of 煮; to cook; to boil,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.5
拌,46,52,0.5019188029645262,96,0.11056126216338147,0.18165223357718288,1.0,96,2.9827152966397396e-25,1.0,3.1811122336358362e-24,7-9,bàn,to mix; to mix in; to toss (a salad),Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.5
煎,46,52,0.49807072937658625,96,0.11776277988757661,0.190034356242703,1.0,96,1.490067013304993e-20,1.0,1.2839143074170803e-19,7-9,jiān,to pan fry; to sauté,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.5
炖,46,52,0.4928047694352772,96,0.07486158368938756,0.12861559534410846,1.0,96,3.902739641414812e-19,1.0,3.1222579375683104e-18,7-9,dùn,to stew,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.25
蘸,46,52,0.49191495083662834,96,0.09716814181657035,0.16054131273434366,1.0,96,4.235399482675868e-27,1.0,4.85608138722036e-26,7-9,zhàn,"to dip in (ink, sauce etc)",Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.75
蒸,46,52,0.4893543738335578,96,0.1372345745879111,0.21182091137855932,1.0,190,1.8270724708445863e-28,1.0,2.2025405153240756e-27,7-9,zhēng,to evaporate; (of cooking) to steam; torch made from hemp stalks or bamboo (old); finely chopped firewood (old),Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.75
烫,46,52,0.48684023938911514,102,0.1378049034882352,0.21169336999105084,1.0,3,9.27238739137586e-24,1.0,9.281476013133583e-23,7-9,tàng,to scald; to burn (by scalding); to blanch (cooking); to heat (sth) up in hot water; to perm; to iron; scalding hot,Translation,冷 | 凉 | 腥 | 渗 | 热气 | 湿 | 暖 | 水 | 雪 | 沉 | 泻 | 雾,0.75
汁,46,52,0.48540321427341754,96,0.03337507702065018,0.06090655248852679,0.9999999999962483,96,3.741112629522764e-12,0.9999999999925072,1.9286602846444824e-11,7-9,zhī,juice,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.25
浇,46,52,0.4811258604434988,102,0.12457087317198418,0.1935998736609206,1.0,190,1.7975716521917132e-26,1.0,2.0113147643190804e-25,7-9,jiāo,to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.5
淋,46,52,0.4779429863110205,3,0.1381581971357282,0.2092623660747651,1.0,190,2.366859121972168e-23,1.0,3.4763761686513073e-22,7-9,lín,to sprinkle; to drip; to pour; to drench; to filter; to strain; to drain; gonorrhea; (TCM) strangury,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.75
烤,46,52,0.47789201943727716,96,0.05256923885735021,0.09147611403563145,1.0,96,1.7172328017052569e-25,1.0,1.848196922557182e-24,7-9,kǎo,to roast; to bake; to broil,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.25
熬,46,52,0.47367535857274334,102,0.14655490510097902,0.21780258570369432,1.0,190,2.4457783888808465e-34,1.0,3.8665926139349765e-33,7-9,áo,to boil; to simmer; to cook on a slow fire; to extract by heating; to decoct; to endure,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.75
开水,46,52,0.4712604327266128,96,0.09764438027377503,0.1558858279432888,1.0,96,7.554072031956296e-18,1.0,5.620937319441814e-17,4,kāishuǐ,boiled water; boiling water,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.75
锅,46,52,0.4575632314374047,96,0.0981227197925223,0.1531828371545788,1.0,96,6.951971870699543e-17,0.9999999999999999,4.893471810495328e-16,5,guō,pot; pan; wok; cauldron; pot-shaped thing,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.5
凉水,46,52,0.4566873093665114,96,0.12102127588836104,0.18216933347842099,1.0,96,8.459679287803902e-27,1.0,9.596622604694784e-26,3,liángshuǐ,cool water; unboiled water,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.75
涮,46,52,0.4540144150938846,96,0.056945477969953084,0.09444774282869904,1.0,96,1.294904843328679e-23,1.0,1.2880090268312012e-22,7-9,shuàn,to rinse; to trick; to fool sb; to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.0
糊,46,52,0.4507298044330709,96,0.09109201392340677,0.1422507646038434,1.0,190,2.7111664464023866e-22,1.0,2.5410951573528856e-21,7-9,hú,variant of 糊; muddled; paste; scorched; paste; cream; congee; making a living,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.25
勺,46,52,0.4489117896744882,96,0.07051620932680736,0.11344225860917954,1.0,147,2.8136806424369175e-20,1.0,2.3924392629246604e-19,6,sháo,"spoon; ladle; abbr. for 勺, centiliter (unit of volume)",Translation,箱子 | 杯子 | 钳子 | 梳子 | 刷子 | 脸盆 | 叉子 | 水壶 | 瓶子 | 剪子 | 棍子 | 筷子,0.5
碗,46,52,0.44805482559613524,96,0.03739450592859206,0.06345153258218955,0.9999999999999716,147,1.7730616259800298e-14,0.9999999999999538,1.1133466228335177e-13,2,wǎn,variant of 碗; variant of 碗; variant of 碗; bowl; cup,Translation,箱子 | 杯子 | 钳子 | 梳子 | 刷子 | 脸盆 | 叉子 | 水壶 | 瓶子 | 剪子 | 棍子 | 筷子,0.25
搅拌,46,52,0.4431586994531849,139,0.08458657171345357,0.13187230454359067,1.0,139,8.67275846466183e-19,1.0,6.807647005034962e-18,7-9,jiǎobàn,to stir; to agitate,Translation,加热 | 干燥 | 温度 | 液体 | 湿度 | 气体 | 溶解 | 空气 | 浸泡 | 低温 | 冲洗 | 常温,0.25
烧,46,52,0.43918440251226715,102,0.09495004411262914,0.14479264860676205,1.0,141,3.6597259153192247e-31,1.0,4.841826739579692e-30,4,shāo,"to burn; to cook; to stew; to bake; to roast; to heat; to boil (tea, water etc); fever; to run a temperature; (coll.) to let things go to one's head",Translation,塌 | 毁 | 碎 | 炸 | 吓 | 杀 | 淹 | 轰 | 爆 | 死 | 烂 | 震,0.5
泡,46,52,0.4336425319977688,102,0.11132516789188784,0.1642733072908205,1.0,96,3.891726763682564e-29,1.0,5.636639703856293e-28,6,pào,puffed; swollen; spongy; small lake (esp. in place names); classifier for urine or feces; bubble; foam; blister; to soak; to steep; to infuse; to dawdle; to loiter; to pick up (a girl); to get off with (a sexual partner); classifier for occurrences of an action; classifier for number of infusions,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.75
煲,46,52,0.42834851065556656,96,0.07937711102424783,0.1219256895615586,1.0,96,9.375065781059291e-21,1.0,8.160000457819791e-20,7-9,bāo,to cook slowly over a low flame; pot; saucepan,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.25
搅,46,52,0.4274125236626051,102,0.05115056408047031,0.08200648471945483,1.0,102,2.546191232981388e-27,1.0,2.9427555166920096e-26,7-9,jiǎo,to disturb; to annoy; to mix; to stir,Translation,踹 | 拽 | 拧 | 蹦 | 磕 | 蹬 | 搓 | 摔 | 揍 | 捅 | 砸 | 搂,0.5
熏,46,52,0.4268578923244942,3,0.10368625300394851,0.1531943089675793,1.0,190,4.9927156478502276e-27,1.0,5.982802913059216e-26,7-9,xūn,to smoke; to fumigate; to assail the nostrils; to perfume; variant of 熏; fragrance; warm; to educate; variant of 熏; to smoke; to fumigate,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.75
汤,46,52,0.4230243512175729,96,0.03440271577306553,0.056270744546346986,1.0,96,1.0662095633989619e-14,0.9999999999999893,6.474173890899064e-14,3,tāng,rushing current; soup; hot or boiling water; decoction of medicinal herbs; water in which sth has been boiled; surname Tang,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.25
冷水,46,52,0.4223282201423238,139,0.10878334144958113,0.15847116304182934,1.0,139,4.55734869585531e-26,1.0,5.019034597482386e-25,6,lěngshuǐ,cold water; unboiled water; fig. not yet ready (of plans),Translation,加热 | 干燥 | 温度 | 液体 | 湿度 | 气体 | 溶解 | 空气 | 浸泡 | 低温 | 冲洗 | 常温,0.25
揉,46,52,0.4148208237557678,102,0.016746090956363202,0.027820880545927497,0.9999999999985221,102,1.4885445781679227e-12,0.9999999999970335,7.930025956264125e-12,7-9,róu,to knead; to massage; to rub,Translation,踹 | 拽 | 拧 | 蹦 | 磕 | 蹬 | 搓 | 摔 | 揍 | 捅 | 砸 | 搂,0.25
掺,46,52,0.41453153817314214,6,0.09588855807535657,0.14073173868395472,1.0,190,1.293640797467271e-25,1.0,1.3992158442736576e-24,7-9,chān,variant of 搀; to mix; to grasp,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.5
裹,46,52,0.41349448111427795,6,0.055317558160676905,0.08618817262732657,1.0,165,6.738007457963327e-20,1.0,5.613898908875076e-19,7-9,guǒ,to wrap around; bundle; parcel; package; to press into service; to pressgang; to make off with (sth),Translation,缠 | 绷 | 钉 | 竖 | 缝 | 斜 | 弯 | 兜 | 剪 | 绞 | 夹 | 拱,0.25
喝,46,52,0.4131993717277074,96,0.023713232519464555,0.0388414318533433,0.9999999999989768,96,1.0183494084241966e-12,0.9999999999979585,5.500368662813791e-12,1,hē,to drink; variant of 嗬; to shout,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.25
