token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
扭头,1,52,0.48676143139752326,86,0.06448858148295517,0.11162463365867245,0.8983725454328153,86,0.05374650837933254,0.8446260370534827,0.08882866986381745,7-9,niǔtóu,to turn one's head; to turn around,Translation,哆嗦 | 发愣 | 一动不动 | 叹气 | 发抖 | 一声不吭 | 颤抖 | 哭泣 | 一言不发 | 呜咽 | 哭 | 咧嘴,0.5
插图,8,210,0.28817754580822125,11,-0.08538438176959706,-0.11995179593841944,0.6101811614823421,118,0.24456349745851205,0.3656176640238301,0.22814667213223772,7-9,chātú,illustration,Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,1.0
寓言,8,210,0.287574345983631,112,-0.016065506858686518,-0.02255043283199532,0.5047065916483608,112,0.3109539094117812,0.19375268223657965,0.28712930480378984,7-9,yùyán,fable,Translation,习俗 | 地名 | 来历 | 俗语 | 由来 | 传说 | 涵义 | 起源 | 姓氏 | 风俗 | 称呼 | 古代,1.0
片段,8,210,0.2872793680179002,130,-0.013554359612466815,-0.01901777359071483,0.6513945270867572,118,0.13775573636551522,0.513638790721242,0.2206531629176646,7-9,piànduàn,fragment (of speech etc); extract (from book etc); episode (of story etc),Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,0.75
海报,8,210,0.28595129664275754,137,0.009848984218222723,0.013605492029142635,0.49519630321057473,137,0.2977027826428167,0.19749352056775804,0.29534602789575176,6,hǎibào,poster; playbill; notice,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,1.0
钢琴,8,210,0.2845544967447222,197,0.000272366386118994,0.0003805499312955759,0.83535973421795,126,0.10960366283701735,0.7257560713809326,0.12956236538905688,5,gāngqín,piano,Translation,滑冰 | 游泳 | 体操 | 滑雪 | 田径 | 篮球 | 乒乓球 | 网球 | 羽毛球 | 举重 | 排球 | 摔跤,0.75
卡通,8,210,0.28449360049335604,144,0.008963889848318862,0.012373026168264158,0.6281924281555309,157,0.09033528763727162,0.5378571405182593,0.32829589356897376,7-9,kǎtōng,cartoon (loanword),Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,1.0
传记,8,210,0.2836786429301658,11,-0.05355226741418784,-0.07476011553424466,0.3609952831635265,118,0.30228644816058886,0.058708835002937665,0.3416161060163323,7-9,zhuànjì,biography,Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,0.0
歌咏,8,210,0.282307483194266,193,-0.0036068691243391626,-0.005025646833260036,0.9820168569562256,193,0.004437910143998981,0.9775789468122267,0.027186881640726458,7-9,gēyǒng,to sing,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,1.0
影视,8,210,0.2783989154849647,137,0.023919073565902504,0.032083738188211024,0.41565226358444224,137,0.07627487753448378,0.3393773860499585,0.515591377168254,3,yǐngshì,movies and television,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,1.0
对白,8,210,0.27771366055152885,9,0.0034097150760193373,0.004698544321359988,0.625077849373992,118,0.30146074380671356,0.32361710556727846,0.1964004130184061,7-9,duìbái,dialogue (in a movie or a play),Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,0.75
展览,8,210,0.27650229044951724,11,-0.04669751395941585,-0.06454410752513574,0.49761397919133055,57,0.3604210564623079,0.13719292272902267,0.2530928136537307,5,zhǎnlǎn,to put on display; to exhibit; exhibition; show,Translation,墓 | 遗物 | 遗址 | 宫殿 | 墓地 | 坟墓 | 博物馆 | 墓碑 | 文物 | 壁画 | 纪念馆 | 古迹,0.5
剧组,8,210,0.2760394819076103,53,0.036259091306013236,0.047695548572742996,0.49366627433447596,31,0.10719487439614563,0.38647139993833035,0.4469487475982644,7-9,jùzǔ,cast and crew; performers and production team,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,1.0
古典,8,210,0.2747329481576253,39,-0.0536987585001949,-0.07403998067165124,0.5384399668703969,112,0.11156006827679592,0.4268798985936009,0.36377521552825015,6,gǔdiǎn,classical,Translation,习俗 | 地名 | 来历 | 俗语 | 由来 | 传说 | 涵义 | 起源 | 姓氏 | 风俗 | 称呼 | 古代,0.5
诗人,8,210,0.2745170251125872,39,-0.016403272147864023,-0.02261014071406649,0.39569095036914537,31,0.17254584163345768,0.22314510873568769,0.41784262174574893,4,shīrén,bard; poet,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,1.0
题材,8,210,0.27371790246915284,68,0.010204345086124,0.013855441859682724,0.37449129199194464,118,0.12311144234392249,0.2513798496480222,0.5790304827040693,5,tícái,subject matter,Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,1.0
情节,8,210,0.27203385749983217,140,-0.009707727760825013,-0.013335411077614396,0.5532550327097921,118,0.14213805726858145,0.41111697544121073,0.3167990729899784,5,qíngjié,circumstances; plot; storyline,Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,0.75
魔术,8,210,0.2710387326650046,172,0.00028828421442628205,0.00039531627248007273,0.5309241514187067,126,0.23983824994584602,0.29108590147286073,0.34662909054819707,7-9,móshù,magic,Translation,滑冰 | 游泳 | 体操 | 滑雪 | 田径 | 篮球 | 乒乓球 | 网球 | 羽毛球 | 举重 | 排球 | 摔跤,0.75
游戏,8,210,0.27093141995695635,126,0.003207439703996451,0.004380096599509697,0.4496241957603756,126,0.11950569185187807,0.3301185039084975,0.47107650123156125,3,yóuxì,game; to play,Translation,滑冰 | 游泳 | 体操 | 滑雪 | 田径 | 篮球 | 乒乓球 | 网球 | 羽毛球 | 举重 | 排球 | 摔跤,1.0
模特儿,8,210,0.27029870062851136,144,0.002321974778627278,0.0031719958375956104,0.37841405482699203,31,0.312330350832901,0.06608370399409103,0.3514648104778975,4,mótèr,(fashion) model (loanword),Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.75
曲,8,210,0.2697496696427782,197,0.022958934649740526,0.0304814819949517,0.7122591852728257,115,0.040099546781518364,0.6721596384913073,0.29349159516840956,7-9,qǔ,bent; crooked; wrong; tune; song; variant of 曲; yeast; Aspergillus (includes many common molds); Taiwan pr. [qú]; surname Qu,Translation,矣 | 善 | 俗 | 敬 | 邪 | 命 | 识 | 玄 | 妙 | 曰 | 乃 | 灵,1.0
上映,8,210,0.2695943476969151,137,0.03462810111081899,0.045263494527259515,0.5088480989440138,137,0.267425848935731,0.24142225000828282,0.35385571540993427,7-9,shàngyìng,to screen; to show (a movie),Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,0.5
人物,8,210,0.26921637420588396,140,0.0007414472856807075,0.0010135637354973183,0.586760387359256,118,0.0802632081286783,0.5064971792305777,0.3666813210787106,5,rénwù,"person; personage; figure (esp. sb of importance); character (in a play, novel etc); figure painting (as a genre of traditional Chinese painting)",Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,1.0
原创,8,210,0.26897144392925726,13,0.013547611377220159,0.018195064480313192,0.45635688385393447,137,0.09729357353468256,0.3590633103192519,0.49343662335796484,7-9,yuánchuàng,to create (sth original); (adj.) original; originality; original work,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,1.0
励志,8,210,0.2684969634963696,10,-0.03545799842620517,-0.048472797318359656,0.577307686463471,118,0.038274297749143225,0.5390333887143277,0.4158587473515065,7-9,lìzhì,to pursue a goal with determination; inspirational; motivational,Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,1.0
封面,8,210,0.26799039515694206,11,-0.07324267672563345,-0.10005698865295176,0.3872223330244719,137,0.24704863325640142,0.14017369976807048,0.31555318468740284,7-9,fēngmiàn,cover (of a publication),Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,0.75
肖像,8,210,0.266662004309865,57,-0.02976673307453076,-0.04059074158092356,0.43416741185577445,57,0.12270940250089037,0.3114580093548841,0.3874742006895359,7-9,xiàoxiàng,"portrait (painting, photo etc); (in a general sense) representation of a person; likeness",Translation,墓 | 遗物 | 遗址 | 宫殿 | 墓地 | 坟墓 | 博物馆 | 墓碑 | 文物 | 壁画 | 纪念馆 | 古迹,1.0
国歌,8,210,0.26616003541672184,193,-0.03666649159840374,-0.04996524224355285,0.8003474709128394,193,0.10929155082761366,0.6910559200852258,0.16894462980315397,6,guógē,national anthem,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,1.0
主人公,8,210,0.2644821549533668,36,-0.025693242323289123,-0.03493218077076032,0.44100121022473604,31,0.28586541337925214,0.1551357968454839,0.3654316558162437,7-9,zhǔréngōng,hero (of a novel or film); main protagonist,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,1.0
出道,8,210,0.26387900895317273,105,0.005617521687984073,0.00757345289685991,0.27423824488978016,20,0.14231071604904555,0.1319275288407346,0.5336992118712798,7-9,chūdào,to start one's career; (of an entertainer) to make one's debut,Translation,决赛 | 夺冠 | 冠军 | 亚军 | 半决赛 | 预赛 | 夺魁 | 参赛 | 银牌 | 获胜 | 铜牌 | 奖牌,1.0
银幕,8,210,0.263713440706383,53,0.012533780491830349,0.01673803424653448,0.540946121219174,137,0.14562226327946473,0.39532385793970926,0.37279630209076614,7-9,yínmù,movie screen,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,1.0
电视台,8,210,0.26336308822633286,137,-0.0286052940052946,-0.038832284329085545,0.4949290454717822,137,0.27772085672434854,0.21720818874743364,0.34203578974122595,3,diànshìtái,television station,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,1.0
解说,8,210,0.26313584626249087,63,-0.07002458400929767,-0.09503052042105758,0.5847620760195804,63,0.1930361218144071,0.3917259542051733,0.29832126758773897,6,jiěshuō,to explain (verbally); to give a running commentary,Translation,叙述 | 阐述 | 写 | 论述 | 讲述 | 描绘 | 表述 | 描述 | 描写 | 讲解 | 概括 | 列举,1.0
主角,8,210,0.26162277558410724,172,-0.01094405887209371,-0.014821772002449307,0.5203527759114721,31,0.1316274790893693,0.3887252968221028,0.4146485555987435,6,zhǔjué,leading role; lead; protagonist,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.5
少儿,8,210,0.26143519919698854,11,-0.003060605222903634,-0.004143990100226767,0.5577955753186281,109,0.10813095657810591,0.4496646187405222,0.3371377299095153,6,shào'ér,child,Translation,干部 | 军官 | 军人 | 士兵 | 警察 | 医务 | 教师 | 职员 | 工人 | 公民 | 官兵 | 学生,0.75
演艺圈,8,210,0.2612198629372958,53,-0.012555184593027624,-0.016994480445759467,0.22914289195157667,31,0.1922182233669156,0.03692466858466106,0.5833720083568644,7-9,yǎnyìquān,show business,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.25
啦啦队,8,210,0.2609007248725183,126,-0.042332208653624026,-0.05727540274792234,0.5312876077910447,126,0.20810375802640899,0.32318384976463566,0.29923023703436474,7-9,lālāduì,cheerleading squad,Translation,滑冰 | 游泳 | 体操 | 滑雪 | 田径 | 篮球 | 乒乓球 | 网球 | 羽毛球 | 举重 | 排球 | 摔跤,0.75
鉴赏,8,210,0.2608897442566909,85,-0.0190983903825081,-0.025839704203943523,0.5681421321973779,112,0.10679078478901011,0.46135134740836775,0.3606440306184891,7-9,jiànshǎng,to appreciate (as a connoisseur),Translation,习俗 | 地名 | 来历 | 俗语 | 由来 | 传说 | 涵义 | 起源 | 姓氏 | 风俗 | 称呼 | 古代,0.75
出版,8,210,0.2608022125140714,11,-0.1638194150374434,-0.22161783735122695,0.2770083580175327,11,0.27091884674445726,0.006089511273075443,0.4039384575553659,5,chūbǎn,to publish,Translation,书籍 | 报刊 | 报纸 | 刊物 | 图书 | 印刷术 | 造纸术 | 册 | 发明,0.25
小曲,8,210,0.2595595638640488,9,-0.028050564639862552,-0.03788362070857004,0.5891740646077019,9,0.09506692729155652,0.4941071373161454,0.35600123978800546,7-9,xiǎoqǔ,popular song; folk tune; ballad,Translation,好听 | 风趣 | 动听 | 悦耳 | 难听 | 抑扬顿挫 | 幽默 | 欢快 | 有趣 | 绘声绘色 | 流利 | 清脆,1.0
国学,8,210,0.25895114805617453,39,-0.07273213229146486,-0.0981475541061606,0.40763398687145536,39,0.1821531562659012,0.22548083060555416,0.3403885548159975,7-9,guóxué,Chinese national culture; studies of ancient Chinese civilization; the Imperial College (history),Translation,宗教 | 儒家 | 儒学 | 哲学 | 基督教 | 封建 | 佛教 | 政党 | 伦理 | 伊斯兰教 | 政治 | 宪法,0.0
场面,8,210,0.2557269253619028,140,-0.06443091068304374,-0.0865689125115446,0.6936289356444705,140,0.10064134088215916,0.5929875947623113,0.2578276372997689,5,chǎngmiàn,scene; spectacle; occasion; situation,Translation,语气 | 神情 | 表情 | 神态 | 眼神 | 笑容 | 举止 | 言语 | 言辞 | 话语 | 神气 | 口气,0.25
卫视,8,210,0.25403637159105674,137,-0.004679104807878254,-0.006272564277508086,0.32676139649703917,137,0.14313753507421467,0.1836238614228245,0.5611218304801333,7-9,wèishì,satellite TV (abbr. for 卫星电视),Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,1.0
结尾,8,210,0.2520106739263446,63,-0.04651600514175913,-0.06218806007022972,0.4723287313427163,118,0.41012158842321644,0.06220714291949986,0.22826554356581988,7-9,jiéwěi,ending; coda; to wind up,Translation,句子 | 课文 | 词汇 | 语法 | 文字 | 生词 | 字典 | 题目 | 课本 | 作文 | 英文 | 词典,0.0
拍戏,8,210,0.2514983027796643,94,-0.049600094999839806,-0.06626584172626014,0.1918742532477638,126,0.0903019728996083,0.1015722803481555,0.5894520655414078,7-9,pāixì,to shoot a movie,Translation,滑冰 | 游泳 | 体操 | 滑雪 | 田径 | 篮球 | 乒乓球 | 网球 | 羽毛球 | 举重 | 排球 | 摔跤,0.0
镜头,8,210,0.25124735844657814,140,-0.023630793275002893,-0.03156021356529242,0.4549666801705124,137,0.276713214121844,0.17825346604866837,0.3443867431050352,4,jìngtóu,camera lens; camera shot (in a movie etc); scene,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,0.5
开场,8,210,0.2493486322854448,193,-0.0156914843819162,-0.02090382440744868,0.3960729473378939,20,0.30993371309894124,0.08613923423895264,0.3768496028417263,7-9,kāichǎng,to begin; to open; to start; beginning of an event,Translation,决赛 | 夺冠 | 冠军 | 亚军 | 半决赛 | 预赛 | 夺魁 | 参赛 | 银牌 | 获胜 | 铜牌 | 奖牌,0.5
主持人,8,210,0.24760040486806675,53,-0.026360511726896046,-0.0350352550658586,0.2643448490209694,53,0.16650415236294938,0.09784069665802,0.5432541807574667,6,zhǔchírén,TV or radio presenter; host; anchor,Translation,影迷 | 观众 | 粉丝 | 歌迷 | 球迷 | 听众 | 网民 | 网友 | 读者 | 嘉宾 | 大腕儿 | 明星,1.0
跑龙套,8,210,0.24752936610520496,172,-0.04449842979399152,-0.05913643375511846,0.17672519019810254,179,0.0947350836200434,0.08199010657805914,0.6718975301243555,7-9,pǎo lóngtào,to play a small role,Translation,就算 | 也许 | 毕竟 | 不然 | 当然 | 难道 | 要不然 | 可是 | 其实 | 反正 | 何况 | 要是,0.75
同人,8,210,0.24724999232611802,48,0.007447096766041911,0.009796270891518964,0.43990777939674547,31,0.11294040239456142,0.32696737700218403,0.5037630526695583,7-9,tóngrén,people from the same workplace or profession; co-worker; colleague; pop culture enthusiasts who create fan fiction etc,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,1.0
演播室,8,210,0.24624032201411084,137,-0.0397931335568773,-0.052792865841813114,0.37871208896834263,137,0.2557526675750251,0.1229594213933175,0.3923968270722297,7-9,yǎnbōshì,broadcasting studio,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,0.25
替身,8,210,0.24609776209699497,172,-0.022919745098034794,-0.03040148171172247,0.357639179423233,31,0.17752293766495117,0.1801162417582818,0.5129884238258341,7-9,tìshēn,stand-in; substitute; body double; stuntman; scapegoat; fall guy; to stand in for sb else,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.0
角色,8,210,0.24596047433350937,140,-0.06310187235069975,-0.08368509899388153,0.31836911930615824,144,0.12333746566262326,0.19503165364353497,0.5533869713368699,4,juésè,role; character in a novel; persona; also pr. [jiǎo sè],Translation,造型 | 外形 | 线条 | 形状 | 气质 | 外貌 | 外表 | 花纹 | 外观 | 装扮 | 轮廓 | 颜色,0.25
收视率,8,210,0.24008326733197485,53,-0.02330743737055488,-0.030671041139894027,0.35914841429080796,137,0.194027097363749,0.16512131692705895,0.4785760814832168,7-9,shōushìlǜ,ratings (of a TV show),Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,1.0
纪实,8,210,0.23963387121529983,10,-0.015503939928361465,-0.020390098061234648,0.27274777095934205,137,0.2109905687548663,0.06175720220447575,0.580164863724583,7-9,jìshí,record of actual events; documentary (factual rather than fictional),Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,0.75
科普,8,210,0.2396322468557404,11,-0.04571100348128673,-0.060116967470363394,0.40354045104409764,199,0.15690342985370348,0.24663702119039416,0.476554536848848,7-9,kēpǔ,(attributive) popular science; (coll.) to explain in layperson's terms; abbr. for 科学普及,Translation,补习 | 课程 | 入学 | 高中 | 研究生 | 学校 | 初中 | 大学 | 选修 | 本科 | 考试 | 报考,1.0
音像,8,210,0.23877864072326335,11,-0.0794950489448262,-0.10443092272181805,0.35839342971878896,137,0.23493973390656078,0.12345369581222818,0.41711782978086936,6,yīnxiàng,audio and video; audiovisual,Translation,播放 | 视频 | 录像 | 下载 | 录制 | 录音 | 直播 | 转播 | 图像 | 播出 | 照片 | 相片,0.75
